timestamp,yes_bid,yes_ask,last_price,outcome
2026-04-21T22:45:10.088458+00:00,46,49,0,YES
2026-04-21T22:45:15.130855+00:00,46,49,0,YES
2026-04-21T22:45:30.079291+00:00,42,45,48,YES
2026-04-21T22:45:32.486741+00:00,42,45,48,YES
2026-04-21T22:45:37.438508+00:00,42,45,48,YES
2026-04-21T22:45:42.522865+00:00,42,45,44,YES
2026-04-21T22:45:47.659529+00:00,42,45,44,YES
2026-04-21T22:45:52.507690+00:00,42,47,42,YES
2026-04-21T22:45:57.464786+00:00,42,47,42,YES
2026-04-21T22:46:02.528061+00:00,40,44,43,YES
2026-04-21T22:46:07.461316+00:00,40,44,43,YES
2026-04-21T22:46:12.490632+00:00,38,39,39,YES
2026-04-21T22:46:17.555034+00:00,38,39,39,YES
2026-04-21T22:46:22.502616+00:00,42,43,42,YES
2026-04-21T22:46:27.500185+00:00,42,43,42,YES
2026-04-21T22:46:32.539245+00:00,42,43,42,YES
2026-04-21T22:46:37.538304+00:00,42,43,42,YES
2026-04-21T22:46:42.525657+00:00,42,48,47,YES
2026-04-21T22:46:47.613592+00:00,42,48,47,YES
2026-04-21T22:46:52.555158+00:00,41,43,42,YES
2026-04-21T22:46:57.597608+00:00,41,43,42,YES
2026-04-21T22:47:02.640109+00:00,38,41,42,YES
2026-04-21T22:47:07.561767+00:00,38,41,42,YES
2026-04-21T22:47:12.593961+00:00,39,44,41,YES
2026-04-21T22:47:17.669911+00:00,39,44,41,YES
2026-04-21T22:47:22.573539+00:00,36,40,39,YES
2026-04-21T22:47:27.568616+00:00,36,40,39,YES
2026-04-21T22:47:32.619359+00:00,35,37,37,YES
2026-04-21T22:47:37.657672+00:00,35,37,37,YES
2026-04-21T22:47:42.682095+00:00,35,39,36,YES
2026-04-21T22:47:47.689699+00:00,35,39,36,YES
2026-04-21T22:47:52.612500+00:00,35,37,39,YES
2026-04-21T22:47:57.629105+00:00,35,37,39,YES
2026-04-21T22:48:02.658300+00:00,35,39,38,YES
2026-04-21T22:48:07.656254+00:00,35,39,38,YES
2026-04-21T22:48:12.641880+00:00,46,49,46,YES
2026-04-21T22:48:17.764248+00:00,46,49,46,YES
2026-04-21T22:48:22.658661+00:00,38,41,43,YES
2026-04-21T22:48:27.646957+00:00,38,41,43,YES
2026-04-21T22:48:32.706765+00:00,35,39,39,YES
2026-04-21T22:48:37.674177+00:00,35,39,39,YES
2026-04-21T22:48:42.646862+00:00,30,33,30,YES
2026-04-21T22:48:47.707604+00:00,30,33,30,YES
2026-04-21T22:48:52.701370+00:00,31,35,30,YES
2026-04-21T22:48:57.682247+00:00,31,35,30,YES
2026-04-21T22:49:02.743729+00:00,30,34,33,YES
2026-04-21T22:49:07.726086+00:00,30,34,33,YES
2026-04-21T22:49:12.741357+00:00,29,33,33,YES
2026-04-21T22:49:17.757269+00:00,29,33,33,YES
2026-04-21T22:49:22.736444+00:00,29,32,28,YES
2026-04-21T22:49:27.728270+00:00,29,32,28,YES
2026-04-21T22:49:32.759042+00:00,31,34,35,YES
2026-04-21T22:49:37.832983+00:00,31,34,35,YES
2026-04-21T22:49:42.741537+00:00,24,26,25,YES
2026-04-21T22:49:47.813764+00:00,24,26,25,YES
2026-04-21T22:49:52.821540+00:00,20,24,23,YES
2026-04-21T22:49:57.701646+00:00,20,24,23,YES
2026-04-21T22:50:02.700382+00:00,13,15,14,YES
2026-04-21T22:50:07.970625+00:00,13,15,14,YES
2026-04-21T22:50:12.961836+00:00,15,20,20,YES
2026-04-21T22:50:17.831374+00:00,15,20,20,YES
