timestamp,yes_bid,yes_ask,last_price,outcome
2026-04-21T18:15:11.765131+00:00,30,70,0,NO
2026-04-21T18:15:16.755092+00:00,30,70,0,NO
2026-04-21T18:15:21.704201+00:00,30,70,0,NO
2026-04-21T18:15:26.797702+00:00,30,70,0,NO
2026-04-21T18:15:31.829901+00:00,30,69,0,NO
2026-04-21T18:15:36.763456+00:00,30,69,0,NO
2026-04-21T18:15:41.833301+00:00,33,39,28,NO
2026-04-21T18:15:46.789772+00:00,33,39,28,NO
2026-04-21T18:15:51.749097+00:00,39,44,28,NO
2026-04-21T18:15:56.848852+00:00,39,44,28,NO
2026-04-21T18:16:01.856867+00:00,43,48,44,NO
2026-04-21T18:16:06.777626+00:00,43,48,44,NO
2026-04-21T18:16:11.855401+00:00,42,48,43,NO
2026-04-21T18:16:16.939552+00:00,42,48,43,NO
2026-04-21T18:16:21.862910+00:00,46,51,51,NO
2026-04-21T18:16:27.069632+00:00,46,51,51,NO
2026-04-21T18:16:31.967630+00:00,44,50,42,NO
2026-04-21T18:16:36.917406+00:00,44,50,42,NO
2026-04-21T18:16:41.968681+00:00,27,32,26,NO
2026-04-21T18:16:46.868394+00:00,27,32,26,NO
2026-04-21T18:16:51.930882+00:00,30,33,35,NO
2026-04-21T18:16:56.887176+00:00,30,33,35,NO
2026-04-21T18:17:01.923345+00:00,36,41,37,NO
2026-04-21T18:17:06.912904+00:00,36,41,37,NO
2026-04-21T18:17:11.916988+00:00,23,27,25,NO
2026-04-21T18:17:16.929999+00:00,23,27,25,NO
2026-04-21T18:17:21.912805+00:00,23,27,23,NO
2026-04-21T18:17:27.002635+00:00,23,27,23,NO
2026-04-21T18:17:32.005023+00:00,23,27,23,NO
2026-04-21T18:17:36.852097+00:00,23,27,23,NO
2026-04-21T18:17:42.076721+00:00,30,36,22,NO
2026-04-21T18:17:46.970476+00:00,30,36,22,NO
2026-04-21T18:17:51.954857+00:00,35,41,22,NO
2026-04-21T18:17:57.037477+00:00,35,41,22,NO
2026-04-21T18:18:02.008156+00:00,47,52,22,NO
2026-04-21T18:18:06.968581+00:00,47,52,22,NO
2026-04-21T18:18:12.014287+00:00,40,44,44,NO
2026-04-21T18:18:17.059347+00:00,40,44,44,NO
2026-04-21T18:18:22.244512+00:00,32,35,44,NO
2026-04-21T18:18:27.334445+00:00,32,35,44,NO
2026-04-21T18:18:32.140598+00:00,29,35,34,NO
2026-04-21T18:18:37.460616+00:00,29,35,34,NO
2026-04-21T18:18:42.128892+00:00,37,41,34,NO
2026-04-21T18:18:47.108125+00:00,37,41,34,NO
2026-04-21T18:18:52.092038+00:00,37,41,34,NO
2026-04-21T18:18:57.082646+00:00,32,38,34,NO
2026-04-21T18:19:02.081478+00:00,32,38,34,NO
2026-04-21T18:19:07.079553+00:00,37,40,35,NO
2026-04-21T18:19:12.125265+00:00,37,40,35,NO
2026-04-21T18:19:17.113816+00:00,37,40,35,NO
2026-04-21T18:19:22.064887+00:00,37,40,35,NO
2026-04-21T18:19:27.145167+00:00,31,36,35,NO
2026-04-21T18:19:32.093114+00:00,31,36,35,NO
2026-04-21T18:19:37.126248+00:00,25,29,28,NO
2026-04-21T18:19:42.113068+00:00,25,29,28,NO
2026-04-21T18:19:47.243866+00:00,27,32,25,NO
2026-04-21T18:19:52.084327+00:00,27,32,25,NO
2026-04-21T18:19:57.084423+00:00,28,32,25,NO
2026-04-21T18:20:02.141834+00:00,28,32,25,NO
2026-04-21T18:20:07.157153+00:00,25,29,25,NO
2026-04-21T18:20:12.170363+00:00,25,29,25,NO
2026-04-21T18:20:17.232747+00:00,21,24,22,NO
2026-04-21T18:20:22.163046+00:00,21,24,22,NO
2026-04-21T18:20:27.234443+00:00,21,26,25,NO
2026-04-21T18:20:32.257332+00:00,21,26,25,NO
2026-04-21T18:20:37.174610+00:00,25,30,22,NO
2026-04-21T18:20:42.325554+00:00,25,30,22,NO
2026-04-21T18:20:47.219141+00:00,18,22,22,NO
2026-04-21T18:20:52.227413+00:00,18,22,22,NO
2026-04-21T18:20:57.310857+00:00,16,17,17,NO
2026-04-21T18:21:02.222115+00:00,16,17,17,NO
2026-04-21T18:21:07.236745+00:00,18,22,15,NO
2026-04-21T18:21:12.298594+00:00,18,22,15,NO
2026-04-21T18:21:17.269867+00:00,20,24,15,NO
2026-04-21T18:21:22.287519+00:00,20,24,15,NO
2026-04-21T18:21:27.210449+00:00,26,30,15,NO
2026-04-21T18:21:32.264911+00:00,26,30,15,NO
2026-04-21T18:21:37.259439+00:00,39,44,30,NO
2026-04-21T18:21:42.290982+00:00,39,44,30,NO
2026-04-21T18:21:47.323795+00:00,47,53,30,NO
2026-04-21T18:21:52.283456+00:00,47,53,30,NO
2026-04-21T18:21:57.282832+00:00,40,44,30,NO
2026-04-21T18:22:02.248820+00:00,40,44,30,NO
2026-04-21T18:22:07.303495+00:00,38,43,43,NO
2026-04-21T18:22:12.461632+00:00,38,43,43,NO
2026-04-21T18:22:17.317271+00:00,41,46,38,NO
2026-04-21T18:22:22.421310+00:00,41,46,38,NO
2026-04-21T18:22:27.350121+00:00,35,39,40,NO
2026-04-21T18:22:32.330527+00:00,35,39,40,NO
2026-04-21T18:22:37.387560+00:00,30,34,40,NO
2026-04-21T18:22:42.320702+00:00,30,34,40,NO
2026-04-21T18:22:47.388522+00:00,34,39,38,NO
2026-04-21T18:22:52.416662+00:00,34,39,38,NO
2026-04-21T18:22:57.350074+00:00,31,36,38,NO
2026-04-21T18:23:02.333777+00:00,31,36,38,NO
2026-04-21T18:23:07.530986+00:00,39,40,40,NO
2026-04-21T18:23:12.398808+00:00,39,40,40,NO
2026-04-21T18:23:17.374714+00:00,39,40,40,NO
2026-04-21T18:23:22.422760+00:00,39,40,40,NO
2026-04-21T18:23:27.511530+00:00,42,47,40,NO
