timestamp,yes_bid,yes_ask,last_price,outcome
2026-04-21T20:45:28.555811+00:00,25,75,0,PENDING
2026-04-21T20:45:33.489355+00:00,25,75,0,PENDING
2026-04-21T20:45:38.532482+00:00,44,50,0,PENDING
2026-04-21T20:45:43.586419+00:00,44,50,0,PENDING
2026-04-21T20:45:48.504318+00:00,42,45,43,PENDING
2026-04-21T20:45:53.485288+00:00,42,45,43,PENDING
2026-04-21T20:45:58.618010+00:00,35,38,42,PENDING
2026-04-21T20:46:03.513196+00:00,35,38,42,PENDING
2026-04-21T20:46:08.479337+00:00,35,38,33,PENDING
2026-04-21T20:46:13.551305+00:00,35,38,33,PENDING
2026-04-21T20:46:18.546689+00:00,34,35,38,PENDING
2026-04-21T20:46:23.512181+00:00,34,35,38,PENDING
2026-04-21T20:46:28.706846+00:00,30,35,38,PENDING
2026-04-21T20:46:33.556526+00:00,30,35,38,PENDING
2026-04-21T20:46:38.521520+00:00,31,33,38,PENDING
2026-04-21T20:46:44.107794+00:00,31,33,38,PENDING
2026-04-21T20:46:49.298454+00:00,31,35,38,PENDING
2026-04-21T20:46:53.675420+00:00,31,35,38,PENDING
2026-04-21T20:46:58.584524+00:00,28,32,31,PENDING
2026-04-21T20:47:03.600732+00:00,28,32,31,PENDING
2026-04-21T20:47:08.576388+00:00,32,35,29,PENDING
2026-04-21T20:47:13.662527+00:00,32,35,29,PENDING
2026-04-21T20:47:18.549174+00:00,33,35,35,PENDING
2026-04-21T20:47:23.627939+00:00,33,35,35,PENDING
2026-04-21T20:47:28.726110+00:00,34,38,49,PENDING
2026-04-21T20:47:33.787955+00:00,34,38,49,PENDING
2026-04-21T20:47:39.298104+00:00,35,40,38,PENDING
2026-04-21T20:47:44.637186+00:00,35,40,38,PENDING
2026-04-21T20:47:49.807586+00:00,34,39,34,PENDING
2026-04-21T20:47:54.517473+00:00,34,39,34,PENDING
2026-04-21T20:47:59.321192+00:00,33,35,34,PENDING
2026-04-21T20:48:03.800995+00:00,33,35,34,PENDING
2026-04-21T20:48:08.626879+00:00,40,45,43,PENDING
2026-04-21T20:48:13.652639+00:00,40,45,43,PENDING
2026-04-21T20:48:18.568238+00:00,41,45,43,PENDING
2026-04-21T20:48:23.562557+00:00,41,45,43,PENDING
2026-04-21T20:48:28.753555+00:00,43,48,48,PENDING
2026-04-21T20:48:33.652604+00:00,43,48,48,PENDING
2026-04-21T20:48:38.607623+00:00,44,50,50,PENDING
2026-04-21T20:48:43.970293+00:00,44,50,50,PENDING
2026-04-21T20:48:48.644359+00:00,45,50,44,PENDING
2026-04-21T20:48:53.642397+00:00,45,50,44,PENDING
2026-04-21T20:48:58.722634+00:00,48,53,44,PENDING
2026-04-21T20:49:03.615749+00:00,48,53,44,PENDING
2026-04-21T20:49:08.715588+00:00,49,54,44,PENDING
2026-04-21T20:49:13.685946+00:00,49,54,44,PENDING
2026-04-21T20:49:18.644593+00:00,56,61,58,PENDING
2026-04-21T20:49:23.582316+00:00,56,61,58,PENDING
2026-04-21T20:49:28.694504+00:00,57,62,58,PENDING
2026-04-21T20:49:33.636072+00:00,57,62,58,PENDING
2026-04-21T20:49:38.634741+00:00,58,63,58,PENDING
2026-04-21T20:49:43.749468+00:00,58,63,58,PENDING
2026-04-21T20:49:48.614201+00:00,61,62,62,PENDING
