timestamp,yes_bid,yes_ask,last_price,outcome
2026-04-22T01:15:21.083155+00:00,25,70,0,NO
2026-04-22T01:15:26.122510+00:00,25,70,0,NO
2026-04-22T01:15:31.055849+00:00,35,40,70,NO
2026-04-22T01:15:36.094262+00:00,35,40,70,NO
2026-04-22T01:15:40.901183+00:00,37,42,43,NO
2026-04-22T01:15:45.861041+00:00,37,42,43,NO
2026-04-22T01:15:50.920831+00:00,35,38,43,NO
2026-04-22T01:15:55.931688+00:00,35,38,43,NO
2026-04-22T01:16:00.931427+00:00,35,39,43,NO
2026-04-22T01:16:05.887638+00:00,35,39,43,NO
2026-04-22T01:16:10.903922+00:00,25,28,43,NO
2026-04-22T01:16:15.801096+00:00,25,28,43,NO
2026-04-22T01:16:20.931617+00:00,25,29,43,NO
2026-04-22T01:16:25.980206+00:00,25,29,43,NO
2026-04-22T01:16:30.879942+00:00,25,29,43,NO
2026-04-22T01:16:35.972026+00:00,25,29,43,NO
2026-04-22T01:16:40.951539+00:00,26,30,25,NO
2026-04-22T01:16:45.928090+00:00,26,30,25,NO
2026-04-22T01:16:50.924824+00:00,25,28,25,NO
2026-04-22T01:16:55.988101+00:00,25,28,25,NO
2026-04-22T01:17:00.920059+00:00,27,31,25,NO
2026-04-22T01:17:05.932020+00:00,27,31,25,NO
2026-04-22T01:17:10.970314+00:00,32,35,25,NO
2026-04-22T01:17:15.974695+00:00,32,35,25,NO
2026-04-22T01:17:21.054226+00:00,30,33,33,NO
2026-04-22T01:17:26.448459+00:00,30,33,33,NO
2026-04-22T01:17:30.945374+00:00,25,27,29,NO
2026-04-22T01:17:35.934445+00:00,25,27,29,NO
2026-04-22T01:17:40.940480+00:00,24,27,29,NO
2026-04-22T01:17:45.981273+00:00,24,27,29,NO
2026-04-22T01:17:51.166590+00:00,26,30,30,NO
2026-04-22T01:17:55.915012+00:00,26,30,30,NO
2026-04-22T01:18:00.924272+00:00,27,29,30,NO
