timestamp,yes_bid,yes_ask,last_price,outcome
2026-04-22T00:30:16.954002+00:00,63,64,61,YES
2026-04-22T00:30:21.941896+00:00,62,64,64,YES
2026-04-22T00:30:26.848643+00:00,62,64,64,YES
2026-04-22T00:30:32.002941+00:00,67,71,66,YES
2026-04-22T00:30:36.891029+00:00,67,71,66,YES
2026-04-22T00:30:41.921077+00:00,73,76,68,YES
2026-04-22T00:30:46.907972+00:00,73,76,68,YES
2026-04-22T00:30:51.928385+00:00,70,74,76,YES
2026-04-22T00:30:56.910624+00:00,70,74,76,YES
2026-04-22T00:31:01.959398+00:00,68,72,72,YES
2026-04-22T00:31:06.977440+00:00,68,72,72,YES
2026-04-22T00:31:11.926310+00:00,71,75,73,YES
2026-04-22T00:31:16.998773+00:00,71,75,73,YES
2026-04-22T00:31:22.030915+00:00,70,71,71,YES
2026-04-22T00:31:26.941822+00:00,70,71,71,YES
2026-04-22T00:31:32.005035+00:00,68,70,70,YES
2026-04-22T00:31:37.027199+00:00,68,70,70,YES
2026-04-22T00:31:41.925871+00:00,73,77,73,YES
2026-04-22T00:31:47.014640+00:00,73,77,73,YES
2026-04-22T00:31:52.041415+00:00,73,77,73,YES
2026-04-22T00:31:56.962782+00:00,73,77,73,YES
2026-04-22T00:32:02.029226+00:00,73,77,74,YES
2026-04-22T00:32:07.086893+00:00,73,77,74,YES
2026-04-22T00:32:12.025115+00:00,71,73,73,YES
2026-04-22T00:32:17.136395+00:00,71,73,73,YES
2026-04-22T00:32:22.086276+00:00,64,68,65,YES
2026-04-22T00:32:27.066107+00:00,64,68,65,YES
2026-04-22T00:32:32.082856+00:00,70,74,71,YES
2026-04-22T00:32:37.068381+00:00,70,74,71,YES
2026-04-22T00:32:41.968237+00:00,73,77,71,YES
2026-04-22T00:32:47.243167+00:00,73,77,71,YES
2026-04-22T00:32:52.051215+00:00,67,70,68,YES
2026-04-22T00:32:57.002797+00:00,67,70,68,YES
2026-04-22T00:33:02.048010+00:00,67,70,70,YES
2026-04-22T00:33:07.056917+00:00,67,70,70,YES
2026-04-22T00:33:12.046961+00:00,73,75,73,YES
2026-04-22T00:33:17.098640+00:00,73,75,73,YES
2026-04-22T00:33:22.123177+00:00,72,76,72,YES
2026-04-22T00:33:27.015572+00:00,72,76,72,YES
2026-04-22T00:33:32.098443+00:00,71,75,75,YES
2026-04-22T00:33:37.120729+00:00,71,75,75,YES
2026-04-22T00:33:42.116932+00:00,74,76,77,YES
2026-04-22T00:33:47.142038+00:00,74,76,77,YES
2026-04-22T00:33:52.085162+00:00,74,77,74,YES
2026-04-22T00:33:57.208020+00:00,74,77,74,YES
2026-04-22T00:34:02.100909+00:00,73,78,74,YES
2026-04-22T00:34:07.096326+00:00,73,78,74,YES
2026-04-22T00:34:12.031372+00:00,67,71,71,YES
2026-04-22T00:34:17.197536+00:00,67,71,71,YES
2026-04-22T00:34:22.161529+00:00,65,69,65,YES
2026-04-22T00:34:27.061510+00:00,65,69,65,YES
2026-04-22T00:34:32.194471+00:00,65,70,75,YES
2026-04-22T00:34:37.102372+00:00,65,70,75,YES
2026-04-22T00:34:42.096103+00:00,63,67,70,YES
2026-04-22T00:34:47.167970+00:00,63,67,70,YES
2026-04-22T00:34:52.125413+00:00,60,63,61,YES
2026-04-22T00:34:57.743192+00:00,55,60,54,YES
2026-04-22T00:35:02.340973+00:00,55,60,54,YES
2026-04-22T00:35:07.170451+00:00,55,60,54,YES
2026-04-22T00:35:12.152316+00:00,48,53,53,YES
2026-04-22T00:35:17.171393+00:00,48,53,53,YES
2026-04-22T00:35:22.158856+00:00,42,47,47,YES
2026-04-22T00:35:27.189737+00:00,42,47,47,YES
2026-04-22T00:35:32.146502+00:00,44,48,43,YES
2026-04-22T00:35:37.120794+00:00,44,48,43,YES
2026-04-22T00:35:42.119208+00:00,37,42,44,YES
2026-04-22T00:35:47.258360+00:00,37,42,44,YES
2026-04-22T00:35:52.246836+00:00,39,42,38,YES
2026-04-22T00:35:57.136747+00:00,39,42,38,YES
2026-04-22T00:36:02.200209+00:00,38,42,37,YES
2026-04-22T00:36:07.205960+00:00,38,42,37,YES
2026-04-22T00:36:12.249200+00:00,45,47,43,YES
2026-04-22T00:36:17.237624+00:00,45,47,43,YES
2026-04-22T00:36:22.193697+00:00,35,40,39,YES
2026-04-22T00:36:27.142147+00:00,35,40,39,YES
2026-04-22T00:36:32.223019+00:00,35,39,34,YES
2026-04-22T00:36:37.211742+00:00,35,39,34,YES
2026-04-22T00:36:42.204509+00:00,33,38,33,YES
2026-04-22T00:36:47.231746+00:00,33,38,33,YES
2026-04-22T00:36:52.306944+00:00,33,37,40,YES
